kode_id;nama;noreg
A0853;MIKROTIK RB951UI-2HND ( PN - ) ( PN - );B2WS028N0113A0853
A0685;Huawei B312 Modem Router Wifi (Include antenna 8db) ;B2WN0150205MA0685
00584;MIKROTIK RB951UI-2HND ( PN - ) ( PN - );B2WS028N011300584
A0218B;AC power adaptors for FG/FWF-30G, come with interchangeable power plugs;B2WN00A0391MA0218B
00095;MIKROTIK 952;B2WS028N011900095
A0472;HUAAWEI Router B311As + Antena;B2WN0150152MA0472
A0408B;PSU 12V, 3A FOR FORTIGATE 40 F;B2WN0286417MA0408B
A0333;HUAAWEI Router B311As + Antena;B2WN0150152MA0333
00478;MIKROTIK RB951UI-2HND ( PN - ) ( PN - );B2WS028N011300478
00304;MIKROTIK ROUTER RB1100AHX2 1U RACKMOUNT;B2WS028N011000304
A0157;4 x GE RJ45 ports (including 3 x Internal Ports, 1 x WAN Ports);B2WN00A0392MA0157
A0010;ROUTER MIKROTIK CCR1036-12G-4S-EM;B2WS028N010SA0010
A0255;HUAAWEI Router B311As + Antena;B2WN0150152MA0255
A0064;Router Mikrotik RB1100AHX4;B2WN0286595MA0064
A0405;HUAAWEI Router B311As + Antena;B2WN0150152MA0405
A0251;HUAAWEI Router B311As + Antena;B2WN0150152MA0251
00154;MIKROTIK ROUTER RB1100-1U;B2WS028N010700154
A0236B;AC power adaptors for FG/FWF-30G, come with interchangeable power plugs;B2WN00A0391MA0236B
00295;MIKROTIK ROUTER RB1100AHX2 1U RACKMOUNT;B2WS028N011000295
A0413;HUAAWEI Router B311As + Antena;B2WN0150152MA0413
A0001;ROUTER MIKROTIK CCR1036-12G-4S-EM;B2WS028N010SA0001
00083;ROUTER MIKROTIK CCR1009-8G-1S-1S+;B2WS028N011200083
A0256;HUAAWEI Router B311As + Antena;B2WN0150152MA0256
00155;MIKROTIK ROUTER RB1100-1U;B2WS028N010700155
A0334B;AC power adaptors for FG/FWF-30G, come with interchangeable power plugs;B2WN00A0391MA0334B
A0233B;AC power adaptors for FG/FWF-30G, come with interchangeable power plugs;B2WN00A0391MA0233B
A0159;4 x GE RJ45 ports (including 3 x Internal Ports, 1 x WAN Ports);B2WN00A0392MA0159
A1130;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1130
A1104;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1104
A0075;SFP GPON 2.5G 1.25G 30KM;B2WN0150068MA0075
A0060;QSFP to SFP10G adapter;B2WN00A0041MA0060
A0006;QSFP to SFP10G adapter;B2WN00A0041MA0006
A0088;SFP GPON 2.5G 1.25G 30KM;B2WN0150068MA0088
A0010;QSFP to SFP10G adapter;B2WN00A0041MA0010
A0384;GPON OLT SFP module (Industrial), class C+ standard, GSFP transceiver module;B2WN00A0001MA0384
A0044;QSFP to SFP10G adapter;B2WN00A0041MA0044
A0074;QSFP to SFP10G adapter;B2WN00A0041MA0074
A0015;QSFP to SFP10G adapter;B2WN00A0041MA0015
A0699;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHS:    XGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 ;B2WN00A0289MA0699
A0094B;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0094B
A0096;SFP GPON 2.5G 1.25G 30KM;B2WN0150068MA0096
A0950;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA0950
A0018;SFP GPON 2.5G 1.25G 30KM;B2WN0150068MA0018
A1222;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1222
A0069;QSFP to SFP10G adapter;B2WN00A0041MA0069
A0884;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA0884
A0074;SFP ATOP 10G-SINGLESTRAIN 40KM TX 1330NM RX 1270NM;B2WN0286428MA0074
A1253;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1253
A0080;QSFP to SFP10G adapter;B2WN00A0041MA0080
A0041;QSFP to SFP10G adapter;B2WN00A0041MA0041
A1223;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1223
A0279;GPON optical module, OLT side, 60 km, quasi-industrial, DDM, RoHS Tx wavelength 1490 nm, uplink rate 1.25 Gbit/s, downlink rate ;B2WN0286635MA0279
A0176;SFP+ 10G-SINGLESTRAIN 40KM TX 1270NM RX 1330NM (Brand : Atop);B2WN0286427MA0176
A0222;XFP/11G/DCTV/SWLC;B2WN01VS0304A0222
A0021;QSFP to SFP10G adapter;B2WN00A0041MA0021
A0060;SFP+ ATOP/10G/DFB/1310/DUAL FIBER LC/DDM/10KM/C;B2WN0201011GA0060
A0003B;SFP+ 10G 1310nm 20 KM-Project Lambda;B2WN0150260MA0003B
A0009;Small Form Factor Pluggable 10 Gigabit Ethernet (SFP+) LR Optics;B2WN0286458MA0009
A0015;Customized  Compatible 10GBASE-ER SFP+ 1550nm 40km DDM LC SMF Transceiver Module Industrial Temperature;B2WN00A0104MA0015
A0009;SFP+ ATOP 10G ER 40KM;B2WN0286274MA0009
A0788;SFP+ ATOP 10G SR 850nm;B2WN0150203MA0788
A0226;SFP+ 10G RAISECOM 40KM;B2WN0150017MA0226
A0309;SFP GE ELECTRICAL RJ45 1G (Brand : ATOP);B2WN00A0357MA0309
A0005;Small Form Factor Pluggable 10 Gigabit Ethernet (SFP+) LR Optics;B2WN0286458MA0005
A0014;SFP+ ATOP 10G ER 40KM;B2WN0286274MA0014
A0018;10G Base-LR SFP+ optic (LC) for up to 10km over SMF;B2WN0286139MA0018
A0078;"SFP +10G RAISECOM 850nm;";B2WN0150047MA0078
A0017;SFP+ ATOP 10G ER 40KM;B2WN0286274MA0017
A0016B;1GE SFP SX TRANSCEIVER MODULE FOR ALL SYSTEMS WITH SFP AND SFP/SFP+ SLOTS;B2WN0286612MA0016B
A0576;Customized 1000BASE-T SFP Copper RJ-45 100m Transceiver Module (FS P/N: SFP-GB-GE-T);B2WN0286631MA0576
A0915;RAISECOM SFP GE ELECTRICAL RJ45 1,25 GBPS 0,1 KM;B2WN0150041MA0915
00014;1000BASE-SX SFP (DOM);B2WN0231016I00014
A0019;Customized  Compatible 10GBASE-ER SFP+ 1550nm 40km DDM LC SMF Transceiver Module Industrial Temperature;B2WN00A0104MA0019
A0226;Customized 1000BASE-T SFP Copper RJ-45 100m Transceiver Module (FS P/N: SFP-GB-GE-T);B2WN0286631MA0226
A0004;SFP+ 10GE pluggable transceiver, SMF, 1310nm for 10KM transmission;B2WN0286329MA0004
A0310;SFP GE ELECTRICAL RJ45 1G (Brand : ATOP);B2WN00A0357MA0310
A0013;Customized  Compatible 10GBASE-ER SFP+ 1550nm 40km DDM LC SMF Transceiver Module Industrial Temperature;B2WN00A0104MA0013
A0340;SFP GE ELECTRICAL RJ45 1G (Brand : ATOP);B2WN00A0357MA0340
A0820B;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0820B
A0598B;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0598B
A0787B;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0787B
A0589;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0589
A0818B;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0818B
A0822;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0822
A0459B;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0459B
A0788;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0788
A0823B;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0823B
A0667;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0667
A0790;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0790
A0616B;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0616B
A0669B;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0669B
A0802;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0802
A0789B;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0789B
A0830;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0830
A0821;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0821
A0616;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0616
A0471B;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0471B
A0108;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0108
A0820B;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0820B
A0475;ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;B2WN0150268MA0475
A0476;ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;B2WN0150268MA0476
A0664B;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0664B
A0729;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;B2WN0150268MA0729
A0594B;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0594B
A0795B;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0795B
A0592B;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0592B
A0728B;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0728B
A0735B;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0735B
A0800B;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0800B
00456;PSU/POE WIBAS;B2WS02VU010500456
A0290;PoE Cambium Force 200;B2WS0391048MA0290
00833;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00833
00205;DC-POE 48VDC 100BASE-T/GBE RADWIN;B2WS0391020E00205
A0624;PoE Cambium Force 200;B2WS0391048MA0624
00731;RADIO LIGOWAVE DLB 5-20;B2WS03W3010200731
01819;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H01819
00555;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00555
A0136;POE UBIQUITY UAP-nanoHD;B2WS0200143MA0136
03766;"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";B2WS029G010403766
A0269;PoE Cambium Force 300L;B2WS0391205MA0269
00281;WIBAS CONNECT POE INJECTOR;B2WS02VU010G00281
A0767;PoE Cambium Force 200;B2WS0391048MA0767
A0106;PoE Cambium ePMP 2000, 5 Ghz;B2WS0391047MA0106
A0110;PoE Cambium Force 200;B2WS0391048MA0110
00012;POE AC LIGOWAVE DLBMACH-5 ( PN - );B2WS03W3010700012
00079;PSU/POE HIMAX 331-SS V2;B2WS02A2010400079
A0289;PoE Cambium Force 200;B2WS0391048MA0289
01886;"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";B2WS029G010401886
00531;WIBAS CONNECT POE INJECTOR;B2WS02VU010G00531
A0321;PoE Cambium Force 200;B2WS0391048MA0321
A0626;PoE Cambium Force 200;B2WS0391048MA0626
A0086;PoE Cambium ePMP 2000, 5 Ghz;B2WS0391047MA0086
A0317;PoE Cambium Force 200;B2WS0391048MA0317
00203;DC-POE 48VDC 100BASE-T/GBE RADWIN;B2WS0391020E00203
A0266;PoE Cambium Force 300L;B2WS0391205MA0266
00787;"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";B2WS029G010400787
A0678;PoE Cambium Force 200;B2WS0391048MA0678
A0049;Meraki MR 802.3at PoE Injector (EU Plug);B2WS0200135MA0049
A0324;PoE Cambium Force 200;B2WS0391048MA0324
A0156B;POE UBIQUITY UAP-NANOHD;B2WS0200143MA0156B
00005;POE AC LIGOWAVE DLBMACH-5 ( PN - );B2WS03W3010700005
A0917;PoE Cambium Force 200;B2WS0391048MA0917
00795;PSU/POE HIMAX 331-SS V2;B2WS02A2010400795
00939;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00939
A0045;Meraki MR 802.3at PoE Injector (EU Plug);B2WS0200135MA0045
01148;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H01148
02076;"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";B2WS029G010402076
00022;LIGOWAVE DLBMACH-5;B2WS03W3010600022
A0654;PoE Cambium Force 200;B2WS0391048MA0654
A0616;PoE Cambium Force 200;B2WS0391048MA0616
00181;PSU/POE WIBAS;B2WS02VU010500181
00491;WIBAS CONNECT POE INJECTOR;B2WS02VU010G00491
02749;"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";B2WS029G010402749
04461;"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";B2WS029G010404461
04425;"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";B2WS029G010404425
A0908;PoE Cambium Force 200;B2WS0391048MA0908
A0013;PoE Cambium Force 300L;B2WS0391205MA0013
A0914;PoE Cambium Force 200;B2WS0391048MA0914
00580;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00580
00156;PSU/POE WIBAS;B2WS02VU010500156
01445;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H01445
02232;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H02232
A0098;PoE Cambium ePMP 2000, 5 Ghz;B2WS0391047MA0098
A0047B;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;B2WN00A0322MA0047B
01885;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H01885
00170;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00170
A0042;Meraki MR 802.3at PoE Injector (EU Plug);B2WS0200135MA0042
00150;DC-POE 48VDC 100BASE-T/GBE RADWIN;B2WS0391020E00150
00394;PSU FOR EVOLUTION X1 SATELITE ROUTER;B2WS02A7020400394
00999;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00999
A0072;POE AC LIGOWAVE DLB 5-20;B2WS0391039MA0072
A0031;Meraki MR 802.3at PoE Injector (EU Plug);B2WS0200135MA0031
A0030;Meraki MR 802.3at PoE Injector (EU Plug);B2WS0200135MA0030
A0087;PoE Cambium ePMP 2000, 5 Ghz;B2WS0391047MA0087
A0410;PoE Cambium Force 300L;B2WS0391205MA0410
A0007B;PSU Adaptor FortiWeb 100E;B2WN00A0146MA0007B
A0214;PoE Cambium ePMP 2000, 5 Ghz;B2WS0391047MA0214
00214;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00214
01020;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H01020
00174;DC-POE 48VDC 100BASE-T/GBE RADWIN;B2WS0391020E00174
00873;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00873
00525;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00525
02206;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H02206
00309;PSU/POE WIBAS;B2WS02VU010500309
A0472;PoE Cambium Force 300L;B2WS0391205MA0472
00443;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00443
00753;PSU/POE HIMAX 331-SS V2;B2WS02A2010400753
00271;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00271
A0323;PoE Cambium Force 200;B2WS0391048MA0323
01073;WIBAS CONNECT POE INJECTOR;B2WS02VU010G01073
A0292;PoE Cambium Force 200;B2WS0391048MA0292
00254;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00254
A0652;PoE Cambium Force 200;B2WS0391048MA0652
00090;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00090
00426;PSU/POE WIBAS;B2WS02VU010500426
A0260;PoE Injector Ubiquiti U-PoE-AT-eu ( 48.0V 0.65A. 31.2W );B2WS0200167MA0260
A0355;Sundray PoE injector 30W  802.3at gigabit;B2WS0200100MA0355
00940;PSU/POE HIMAX 331-SS V2;B2WS02A2010400940
00017;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00017
00805;PSU/POE HIMAX 331-SS V2;B2WS02A2010400805
A0065;Power Adapter Unit for ONT Gpon, 12VDC, 1A - 2A;B2WN0286415MA0065
04353;"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";B2WS029G010404353
00382;PSU/POE WIBAS;B2WS02VU010500382
00187;DC-POE 48VDC 100BASE-T/GBE RADWIN;B2WS0391020E00187
00940;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );B2WS0391020H00940
A0061;HPE Aruba Networking AP-POE-ATSR 1-Port Smart Rate 802.3at 30W Midspan Injector;B2WS05A0074MA0061
A0217;PoE Injector Ubiquiti U-PoE-AT-eu ( 48.0V 0.65A. 31.2W );B2WS0200167MA0217
02853;DRO LNB C-BAND FOR IDIRECT REMOTE ( PN - 8220 );B2WS03VI010302853
04158;2W C-BAND BUC FOR IDIRECT REMOTE ( PN - NJT5667F );B2WS03VI010204158
02406;RF,ODU,TIGRIS,EXT-C 2W;B2WS030O010502406
A0031;Power Adapter NCA-1515B 12V=5A;B2WN0286829MA0031
00773;2W C-BAND BUC FOR IDIRECT REMOTE ( PN - NJT5667F );B2WS03VI010200773
A0224;Optical Amplifier, Double Stage 20 dBm maximum output power, variable low gain controlled (C-Band), dual monitoring ports;B2WN01VS0203A0224
00341;DRO LNB C-BAND FOR IDIRECT REMOTE ( PN - 8220 );B2WS03VI010300341
00001;TA5000 SM2 GE, 2 SFP BASED GE PORTS;B2WN0286010D00001
A0164;Power Supply Module (1000W) DC for SH9HU;B2WN0150117MA0164
01894;2W C-BAND BUC FOR IDIRECT REMOTE ( PN - NJT5667F );B2WS03VI010201894
00044;TA5004 POWER/ALM MODULE;B2WN02VG040C00044
04061;DRO LNB C-BAND FOR IDIRECT REMOTE ( PN - 8220 );B2WS03VI010304061
A0151;Power Supply Module (1000W) DC for SH9HU;B2WN0150117MA0151
A0303;FULL C-BAND 2W BUC (NJT8102WF);B2WS0200037MA0303
A0155;Power Supply Module (1000W) DC for SH9HU;B2WN0150117MA0155
06495;DRO LNB C-BAND FOR IDIRECT REMOTE ( PN - 8220 );B2WS03VI010306495
01438;RFU-EXCB- TIG-2WL-F-C-BAND;B2WS030O010701438
A0105;Tabletop,  with fan NCA-1515B-4C-8D-64S;B2WN0286830MA0105
A0226;Optical Amplifier, Double Stage 20 dBm maximum output power, variable low gain controlled (C-Band), dual monitoring ports;B2WN01VS0203A0226
A0166;Power Supply Module (1000W) DC for SH9HU;B2WN0150117MA0166
A0001;RADIO HYTERA MD788G BUILT IN GPS;B4PK0700021FA0001
A0004;RADIO HYTERA MD788G BUILT IN GPS;B4PK0700021FA0004
A0626;3W KU-BAND BUC FOR IDIRECT REMOTE;B2WS03VI0105A0626
B0026;RADIO HYTERA MD788G BUILT IN GPS;B4PK0700021FB0026
00013;PS16001 POWER SUPPLY OF BASE STATION CABINET (ROHS) (ONLYFOR MD788);B4PK0700020W00013
00048;WIBAS CONNECT POE INJECTOR;B2WS02VU010G00048
A0018;HT XiR 6620i non TIA;B2WS0391055MA0018
A0833;LNB KU-BAND PLL NJR2842A3;B2WS0200035MA0833
A0621;3W KU-BAND BUC FOR IDIRECT REMOTE;B2WS03VI0105A0621
A0003;SWR DIAMOND SX400;B4PK0700020OA0003
00072;POWER SUPPLY HYTERA PS22002;B4PK0700020R00072
A0055;HT XiR 6620i non TIA;B2WS0391055MA0055
00011;PS16001 POWER SUPPLY OF BASE STATION CABINET (ROHS) (ONLYFOR MD788);B4PK0700020W00011
A0746;LNB KU-BAND PLL NJR2842A3;B2WS0200035MA0746
A0057;Meraki MR36 Wi-Fi 6 Indoor AP;B2WS0200136MA0057
C0004;POWER SUPPLY HYTERA PS22002;B2WS0391023MC0004
A0002;RADIO HYTERA MD788G BUILT IN GPS;B4PK0700021FA0002
A0001;Meraki MR36 Wi-Fi 6 Indoor AP;B2WS0200136MA0001
00073;POWER SUPPLY HYTERA PS22002;B4PK0700020R00073
00011;TA5000 SYSTEM CONTROL MODULE 1188010E1;B2WN0286010G00011
00013;TA5000 CHASSIS 19IN INTL W/SMIO3INTL;B2WN0286020500013
00018;TA5000 SM2 GE, 2 SFP BASED GE PORTS;B2WN0286010D00018
00092;TA50000 SCM G2 INTL;B2WN0286010R00092
00009;TA5000 CHASSIS 19IN INTL W/SMIO3INTL;B2WN0286020500009
00074;TA5000 SM5 2-10GE/2-1G SWTCH MOD;B2WN0286010S00074
A0119;Module rectifier APR48ES;B3CD0400030UA0119
00270;INVERTER 1 KVA INTARI TYPE (+/- 48 VDC TO 220 VAC) ( PN - );B3CD0700010300270
A0061B;POWER MODULE DPR3000B-48;B3CD0400049MA0061B
A0028;Rectifier 9KW Delta ESGC 100-HAA0102 - max 1RU, depth 600mm, there is port SNMP for monitoring, 1RU minimal 3600 Watts, 1RU mini;B3CD0400048MA0028
A0137;Module rectifier APR48ES;B3CD0400030UA0137
A0129;Module rectifier APR48ES;B3CD0400030UA0129
A0130;Module rectifier APR48ES;B3CD0400030UA0130
A0040;B3CD0400045M-Eaton rectifier 3G Access Power System APS3 series;B3CD0400045MA0040
A0136;Module rectifier APR48ES;B3CD0400030UA0136
A0134;Module rectifier APR48ES;B3CD0400030UA0134
00750;RECTIFIER 220 VAC TO -48 VDC, 4A ( PN - );B3CD0400030100750
00778;RECTIFIER 220 VAC TO -48 VDC, 4A ( PN - );B3CD0400030100778
01386;RECTIFIER 220 VAC TO -48 VDC, 4A ( PN - );B3CD0400030101386
A0064B;POWER MODULE DPR3000B-48;B3CD0400049MA0064B
A0184;SFP+10G 1310NM 10KM DDM;B2WN0286281MA0184
00178;MODUL RECTIFIER APR48-ES;B3CD0400030U00178
A0110;SFP+10G 1310NM 10KM DDM;B2WN0286281MA0110
A0107;SFP+10G 1310NM 10KM DDM;B2WN0286281MA0107
00114;AC RECTIFIER ( PN - ) ( PN - );B2WN020D020200114
00060;1U X 19 SUBRACK FOR 2 X RECTIFIERS C/W SC200+IOBGP;B3CD0400030H00060
A0143;SFP+10G 1310NM 10KM DDM;B2WN0286281MA0143
A0041;ODU ALFOPLUS 11/460/530 SB-2H ( HIGH );B2WS0373010IA0041
A0085;SFP+10G 1310NM 10KM DDM;B2WN0286281MA0085
A0045;SFP+10G 1310NM 10KM DDM;B2WN0286281MA0045
00438;MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100438
00135;MODUL RECTIFIER APR48-ES;B3CD0400030U00135
A0102;SFP+10G 1310NM 10KM DDM;B2WN0286281MA0102
00431;MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100431
A0061;SFP+10G 1310NM 10KM DDM;B2WN0286281MA0061
00396;MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100396
00293;WIBAS CONNECT PANEL ANTENNA 10.5 GHZ;B2WS02VU010F00293
00238;PANEL ANTENNA 10.5GHZ WIBAS TERMINAL STATION;B2WS02VU010400238
00306;PANEL ANTENNA 10.5GHZ WIBAS TERMINAL STATION;B2WS02VU010400306
05937;REMOTE HX50-IDU- C-BAND HUGHES;B2WS020O011605937
A0001I;DC PDU/DCDU;B3CD08A0003MA0001I
00480;MPLIK-REMOTE HX50-IDU- C-BAND HUGHES ( PN - ) ( PN - ) ( PN - );B2MPLKVD020200480
02001;REMOTE HX50-IDU- C-BAND HUGHES;B2WS020O011602001
00555;MPLIK-REMOTE HX50-IDU- C-BAND HUGHES ( PN - ) ( PN - ) ( PN - );B2MPLKVD020200555
A0130;DC PDU/DCDU;B3CD08A0003MA0130
A0934B;POWER SUPPLY STARLINK V4;B2WS00A0013MA0934B
A0472;Flat High Performance;B2WS0138158MA0472
A0582B;Power Supply STARLINK;B2WS0138153MA0582B
A0830B;ROUTER STARLINK V4;B2WS0138162MA0830B
A0932B;POWER SUPPLY STARLINK V4;B2WS00A0013MA0932B
A0335;Fan Module for SH9HU;B2WN0150115MA0335
00675;ODU-SP 13 GHZ LOW NERA ( PN - );B2WS033A010300675
A0106;Common Equipment Module for SH9HU;B2WN0150116MA0106
00052;FULL OUTDOOR WIBAS BASE STATION HUB,10.5GHZ FDD, 2XGBE ( PN - );B2WS02VU020300052
A0336;Fan Module for SH9HU;B2WN0150115MA0336
A0334;Fan Module for SH9HU;B2WN0150115MA0334
00166;PANEL ANTENNA 10.5GHZ WIBAS TERMINAL STATION;B2WS02VU010400166
A0109;9HU Shelf;B2WN0150125MA0109
00112;ODC ELECTRICAL MAIN PANEL;B3CD1313011200112
00125;ODC ELECTRICAL MAIN PANEL;B3CD1313011200125
00108;ODC ELECTRICAL MAIN PANEL;B3CD1313011200108
00103;ODC ELECTRICAL MAIN PANEL;B3CD1313011200103
00034;ODC ELECTRICAL MAIN PANEL;B3CD1313011200034
00044;ODC ELECTRICAL MAIN PANEL;B3CD1313011200044
00106;ODC ELECTRICAL MAIN PANEL;B3CD1313011200106
00145;EATON MATRIX 2000 STAND ALONE INVERTER ( PN - INV-4820ESA );B3CD0700010800145
00104;RECTIFIER SYSTEM HAMMER SIMMONS;B3CD048J010100104
A0278;RAISECOM SFP 1.25G ( STM 4 ) DDMI TX/RX 1310 NM 15KM;B2WN0150043MA0278
A0001;Small Form Factor Pluggable 10 Gigabit Ethernet (SFP+) SR Optics;B2WN0286459MA0001
03387;EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020303387
01806;REMOTE HX50-IDU- C-BAND HUGHES;B2WS020O011601806
01028;EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020301028
01190;EVOLUTION X3 SATELLITE ROUTER ( PN - );B2WS02A7020101190
02521;EVOLUTION X1 SATELLITE ROUTER;B2WS02A7020302521
01631;EVOLUTION X3 SATELLITE ROUTER ( PN - );B2WS02A7020101631
05852;REMOTE HX50-IDU- C-BAND HUGHES;B2WS020O011605852
